"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17236","Login with the valid Email and password","","Tue Jun 03 17:55:11 IST 2025","passed","Tue Jun 03 17:55:28 IST 2025","","Chataak login","Login with the valid Email and password",""
